,Tweet Id,Datetime,Text,Username,,Text PT 2 final
26,816071108361338881,2017-01-02 23:58:08+00:00,@violeayala_ cotizan más que el dólar blue wenaaa😂 yo tmb que hacemos?,Milimaartin_,@violeayala_ Quote more than the Blue WENAA😂 dollar I tmb what we do?,@Violeayala_ Quote More than The Blue Wenaa😂 Dollar I TMB What We do do?
27,816071067387228160,2017-01-02 23:57:58+00:00,"Dolar yeni yil mahmuru, henüz bu gündemlerden hicbir olasiligi satin almis degil...
""3.60 Savaslari"" nda kritik ay OCAK...",LOmecha,"Dollar Yeni Yil Mahmuru, Henüz Bu Gündemlerden Hicbir Olalasiligi Satin Almis Degil ...
""3.60 Savaslari"" NDA Kritik ay Ocak ...","Dollar Yeni Yil Mahmuru, Henüz Bu Gümmerden Hicbir Olalasiligi Satin Almis Deep ...
""3.60 Savaslari"" nda kritik ay ocak ..."
28,816070811362562049,2017-01-02 23:56:57+00:00,@MexicoFER en Lima la botella de agua vale 1 sol menos de 0.5 de dolar,rmarioph,@Mexicofer in Lima The water bottle is worth 1 sun less than 0.5 of dollar,@Mexicofer in Lima The Water Bottle is Worth 1 Sun Less Than 0.5 of Dollar
29,816070802911141888,2017-01-02 23:56:55+00:00,Dólar cierra primer jornada del año al alza; se cotiza en $21.16 https://t.co/wXuLWITNUE  #emsavalles #Nacional,emsavalles,Dollar closes first day of the year upward; is quoted at $ 21.16 https://t.co/wxulwitnue #emsavalles #national,Dollar CLOSES FIRST DAY OF THE YEAR UPWARD; is quoted at $ 21.16 https://t.co/wxulwitnue #emsavalles #national
30,816070783655100416,2017-01-02 23:56:51+00:00,É mais legal quando a gente enche o carrinho e não compra nada quando o site é internacional e é tudo em dólar,brunapmp,É Mais Legal Quanding People Encca or Carrinho and Não Buy Nothing Quando O Site E and I had a dollar,It's cooler QUANDING people beans or non-buy nothing when the site and I had to dollar
31,816070778278019075,2017-01-02 23:56:50+00:00,"Banco de México reporta que el dólar spot cerró este lunes en 20.739 unidades. En el día, el peso retrocedió 2.90... https://t.co/l5VnWX8dB4",Fiscosoluciones,"Banco de México reports that the Spot dollar closed this Monday at 20,739 units. In the day, the weight stepped back 2.90 ... https://t.co/l5vnwx8db4","Bank of Mexico Reports That the Spot Dollar Closed this Monday at 20,739 units. In The Day, The Weight Stepped Back 2.90 ... https://t.co/l5vnwx8db4"
32,816070482680221698,2017-01-02 23:55:39+00:00,@rociosanmiguel @federicoalves @vladimirpadrino ALLUP EN CHAT CON LOS DE DÓLAR TODAY SINVERGÜENZA QUE BOLAS DESPUÉS LO NIEGA https://t.co/6urJuhEym9,relaxxx2323,@ReciosanMiguel @FedericAlves @vladimirpadrino allup in chat with those of Dollar Today Scribbler that balls then denies it https://t.co/6urjuheym9,@ReciosAnmiguel @fedicalves @vladimirpadino allup in chat with those of dollar today scribbler that balls then denies it https://t.co/6urjuheym9
33,816433960007798784,2017-01-03 23:59:59+00:00,El peso perdió hoy entre 20 y 35 ctvs. El dólar se vendió entre $21.20 y $21.43. Más en Periodismo Libre: https://t.co/2ne0iPFvfv https://t.co/07asTmX74j,JorgeSantaCruz1,The weight lost today between 20 and 35 CTVS. The dollar was sold between $ 21.20 and $ 21.43. More in Free Journalism: https://t.co/2ne0ipfvfv https://t.co-07astMX74J,The Weight Lost Today Between 20 and 35 CTVs. The Dollar WAS Sold Between $ 21.20 and $ 21.43. More in Free Journalism: https://t.co/2ne0ipvfv https: //t.co-07astmx74j
34,816433820194967552,2017-01-03 23:59:25+00:00,"@petrogustavo @navarrowolff El nombre del Partido Verde,  en honor al dólar americano, cuando Peñalosa fue doctor y Colombia le creyó.",RiveraMarcelo20,"@PetrogUSTavo @navarrowolff The name of the Green Party, in honor of the US dollar, when Peñalosa was Doctor and Colombia believed him.","@Petrogustavo @navarrowolff The Name of the Green Party, in Honor of the US Dollar, When Peñalosa was Doctor and Colombia Believed Him."
35,816433701680795649,2017-01-03 23:58:57+00:00,"#LoÚltimo el dólar a la venta alcanza los $21,62 en #Scotiabank ($1,53 más que en septiembre del año pasado),... https://t.co/xkhdeMCcCi",ECONmaga,"# Last the dollar for sale reaches $ 21.62 in #scotiabank ($ 1.53 more than in September last year), ... https://t.co/xkhdemcci","# Last The Dollar For Sale Reaches $ 21.62 in #scotabank ($ 1.53 more than in September Last Year), ... https://t.co/xkhdemcci"
36,816433593513902080,2017-01-03 23:58:31+00:00,Y mientras la decisión de Ford hunde al peso mexicano (a 20.05 el dólar)... https://t.co/ttGDCGLP1f,JesusGar,And while Ford's decision sinks Mexican peso (at 20.05 the dollar) ... https://t.co/ttgdcglp1f,And While Ford's Decision Sinks Mexican Weight (at 20.05 The Dollar) ... https://t.co/ttgdcglp1f
37,816433498181484544,2017-01-03 23:58:09+00:00,"Maiz hoy $2800, dolar aa17 16,06. La relacion da $u 174 en dolar billete, en dos meses baja a $u 145 y te paga en pesos al tc nacion comprad",Emiliobaravall1,"CAIZ today $ 2800, Dolar AA17 16,06. The relationship gives $ U 174 in dollar ticket, in two months lowers $ U 145 and pays you in pesos to TC Nacion","Caiz Today $ 2800, Dolar AA17 16.06. The Relationship Gives $ U 174 in Dollar Ticket, In Two Months Lowers $ U 145 And Pays You In Weights To TC Nacion"
38,816433475741810688,2017-01-03 23:58:03+00:00,"Dólar a $21.48, reporta la agencia oficial Notimex. Efectos #gasolinazo y #Ford / Que conste! https://t.co/YKLo0YdDC4",jorgenavarijo,"Dollar at $ 21.48, reports the official Notimex agency. Effects #gasolina and #ford / Conte! https://t.co/yklo0dddc4.","Dollar at $ 21.48, Reports The Official Notimex Agency. Effects #Golina and #Ford / CONTE! https://t.co/yklo0dddc4."
39,816433266517569536,2017-01-03 23:57:13+00:00,XD dolar me encantó por su comentario/ estrellita dorada #WhiteJongKeyWeddingBxG https://t.co/D5bqE6eMDf,Minho_rmr,XD Dolar I loved it for your comment / Golden Star #Whitejongkeyweddingbxg https://t.co/d5bqe6emdf,XD dollar i loved it for your comment / golden star #whitejongkeyweddingbxg https://t.co/d5bqe6emdf
40,816433262235099137,2017-01-03 23:57:12+00:00,"#Finanzas: El dólar se aprecia ante el euro, el yen y otras divisas importantes
https://t.co/XZHYAypVvl https://t.co/dfrRC5C8m5",NachoGallegos63,"#Finance: The dollar is appreciated before the euro, the yen and other important currencies
https://t.co/xzhyaypvvl https://t.co/dfrrc5c8m5.","#Finance: The Dollar Is Appreciated Before The Euro, The Yen and Other Important Currencies
https://t.co/xzhyaypvvl https://t.co/dfrrc5c8m5."
41,816433232652673024,2017-01-03 23:57:05+00:00,"Dolar en México al dia: 03/01/2017, 4:56 pm: Banorte: Compra $19.90 - Venta $21.30 Ixe… https://t.co/Kk1h3N1yag",DolarEnMexico,"Dollar in Mexico a day: 03/01/2017, 4:56 pm: Banorte: Buy $ 19.90 - Sale $ 21.30 IXE ... https://t.co/kk1h3n1yag","Dollar in Mexico to Day: 03/01/2017, 4:56 PM: Banorte: Buy $ 19.90 - Sale $ 21.30 IXE ... https://t.co/kk1h3n1yag"
42,816433195222585344,2017-01-03 23:56:56+00:00,"Dólar imparable tras anuncio de Ford; se vende en $21.40
https://t.co/kMnmOR9hth https://t.co/uvpm9qPqH3",defensordd,"Unstoppable dollar after Ford ad; It is sold at $ 21.40
https://t.co/kmnmor9hth https://t.co/uvpm9qpqh3.","Unstoppable Dollar After Ford Ad; It is sold at $ 21.40
https://t.co/kmnmor9hth https://t.co/uvpm9qpqh3."
43,816433148326191105,2017-01-03 23:56:45+00:00,Cotizaciones de las monedas #latinoamericanas frente al #dólar estadounidense https://t.co/XwHrSlvjnu,informadornet,Quotes of Coins #latino Americans in front of the # US dollar https://t.co/xwhrslvjnu,Quotes of Coins #Latino Americans in Front of the # US Dollar https://t.co/xwhrslvjnu
44,816796339807944704,2017-01-04 23:59:57+00:00,@ThxLovelyB cada fav es un dolar para pagar la reconstrucción del codo de Addie.,ThxLovelyB,@ThxLovelyB Each fav is a dollar to pay the reconstruction of the Addie elbow.,@Thxlovelyb Each Fav is a Dollar to pay the Reconstruction of the Addie Elbow.
45,816796229816332288,2017-01-04 23:59:31+00:00,BKPM: Penguatan Dolar AS Bakal Kerek Sektor Pariwisata https://t.co/X1OamL4ZQX,CNNIndonesia,BKPM: Penguatan Dolar As Bakal Kerek Sektor Pariwisata https://t.co/x1oaml4zqx,BKPM: Penguatan Dolar the Bakal Kerek Sektor Pariwisata https://t.co/x1oaml4zqx
46,816796196589203457,2017-01-04 23:59:23+00:00,"PUEDEN HABLAR CON UN ECONOMISTA SERIO

 PIGNIANELLI

ANUNCIO QUE SE IBA EL DOLAR A 50$
Y EL FRACASO DEL BLANQUEO

GANANCIASK
@radiomitre https://t.co/D6qYuRF0hE",ArgentinaSoyNSB,"They can talk with a serious economist

 Pignianelli.

Announcement that the dollar was going to 50 $
And the failure of bleaching

Gain
@Radiomitre https://t.co/d6qyurf0he.","They Can Talk With A Serious Economist

 Pignianelli.

Announcement that The Dollar Was Going to 50 $
And the Failure of Bleaching

Gain
@Radiomitre https://t.co/d6qyurf0he."
47,816796155824705537,2017-01-04 23:59:13+00:00,El dólar cerró en nuevo máximo histórico de $21.75 https://t.co/YMpQEaYF0n,REVUELTASManuel,The dollar closed in new historical maximum of $ 21.75 https://t.co/ympqeayf0n,The Dollar Closed In New Historical Maximum of $ 21.75 https://t.co/ympqeayf0n
48,816796153274503170,2017-01-04 23:59:12+00:00,"Otro día, otro dolar... bueno un poco más que un dolar xD.",IronSebaFer,"Another day, another dollar ... well a little more than a dollar xD.","Another Day, Another Dollar ... Well to Little More Than to Dollar XD."
49,816796101294571520,2017-01-04 23:59:00+00:00,"Dólar pierde casi 12 pesos y se cotiza en un promedio de $2.969,50 :...https://t.co/WwDMGVSHV4",ColombiaFlash,"Dollar loses almost 12 pesos and is quoted at an average of $ 2,969.50: HTTPS: //t.co/WDMGVSHV4","Dollar Loses Almost 12 Pesos and is quoted at an average of $ 2,969.50: https: //t.co/wdmgvshv4"
50,816795912307675136,2017-01-04 23:58:15+00:00,Impone dólar nuevo máximo de $21.75 https://t.co/VlqDy7cwvl,muralcom,Impose new dollar maximum of $ 21.75 https://t.co/vlqdy7cwvl,Impose New Dollar Maximum of $ 21.75 https://t.co/vlqdy7cwvl
51,816795885036126208,2017-01-04 23:58:08+00:00,"Peña no pudo darle fuerza al peso. Hoy alcanzó casi los $22.00 por dólar. 

Pero es por nuestro bien... https://t.co/CrH7MtkFW0",RamonFelVal,"Peña could not give strength to weight. Today it reached almost $ 22.00 per dollar.

But it's for our good ... https://t.co/crh7mtkfw0","Peña Could Not Give Strength to Weight. Today IT Reached Almost $ 22.00 per dollar.

But it's for our good ... https://t.co/crh7mtkfw0"
52,816795879461908480,2017-01-04 23:58:07+00:00,Cierra dólar en nuevo máximo histórico de $21.75 a la venta https://t.co/CyIjENfN8Y,FollowCoahuila,Dollar closes in new historical maximum of $ 21.75 on sale https://t.co/cyijenfn8y,Dollar Closes in New Historical Maximum of $ 21.75 on Sale https://t.co/cyijenfn8y
53,816795868598796289,2017-01-04 23:58:05+00:00,Dólar cierra en nuevo máximo histórico de $21.75 https://t.co/svJqCkMauT,morosofo32,Dollar closes in new historical maximum of $ 21.75 https://t.co/svjqckmaut,Dollar Closes in New Historical Maximum of $ 21.75 https://t.co/svjqckmaut
54,816795774696779776,2017-01-04 23:57:42+00:00,Gracias a su decisión hoy nuestra moneda se devaluó casi 2% a $21.75 pesos por dólar a la venta 💸 #MéxicoDespierta https://t.co/sn0crJUt3x https://t.co/43m4UFsRI3,akyanyme,Thanks to your decision today our currency was devalued almost 2% to $ 21.75 pesos per dollar for sale 💸 # mexicoDessert https://t.co/sn0crjut3x https://t.co/43m4fSri3,Thanks to Your Decision Today Our Currency Was Devalued Almost 2% to $ 21.75 Pesos Per Dollar For Sale 💸 # Mexicodessert https://t.co/sn0crjut3x https://t.co/43m4fsri3
55,817158645842640896,2017-01-05 23:59:37+00:00,"Impresionado de como Banxico revirtió caída del peso frente al dólar, recuperó ¡4 pu@#+:? centavos! ¡Wow! No me imagino cuando sean + de $10",elmagoreydavid,"Impressed as Banxico reversed weight fall against the dollar, recovered 4 PU @ # + :? Cents! Wow! I can not imagine when they are + of $ 10","Impressed Banxic Reversed Weight Fall Against The Dollar, Recovered 4 Pu @ # +:? Cents! Wow! I can not imagine when they are + of $ 10"
56,817158571955605506,2017-01-05 23:59:20+00:00,Caída del euro o subida del dólar https://t.co/5rtLww8Q44,Dariiely_,Falling the euro or rise of the dollar https://t.co/5rtlww8q44,Falling the Euro or Rise of the Dollar https://t.co/5rtlww8q44
57,817158265033265153,2017-01-05 23:58:07+00:00,Caída del euro o subida del dólar https://t.co/oLSCQRlkWM,Dariiely_,Falling the euro or rise of the dollar https://t.co/olscqrlkwm,Falling the Euro or Rise of the Dollar https://t.co/olscqrlkwm
58,817158256489590784,2017-01-05 23:58:05+00:00,Dolar 4 tl. https://t.co/f1KKcPIKxL,muncdagci,Doors 4 TL. https://t.co/f1kkcpikxl.,Doors 4 tl. https://t.co/f1kkcpikxl.
59,817158247341850624,2017-01-05 23:58:02+00:00,@EPN Tiene la economía tan jodida que un Twitt de Trump es suficiente para invalidar las intervenciones del Banco de Mexico. Dólar = ayer.,B_TBTON,@EPN has the economy so fucked that Trump Twitt is enough to invalidate the interventions of the Bank of Mexico. Dollar = yesterday.,@Epn Has The Economy SO Fucked that Trump Twitt is enough to invalidate the interventions of the Bank of Mexico. Dollar = Yesterday.
60,817158233391505412,2017-01-05 23:57:59+00:00,Dólar spot cierre https://t.co/I58MzukYvO,yankeemayor,Spot dollar closure https://t.co/i58mzukyvo,Spot Dollar Closure https://t.co/i58mzukyvo
61,817158220510851073,2017-01-05 23:57:56+00:00,"Cosas que cuestan caro:

— El dólar.
— La gasolina.
— El aguacate.
— El haberte conocido
😢😢😢🔫",PrudeVirginio1,"Things that cost expensive:

- The dollar.
- The gas.
- The avocado.
- Having met you
😢😢😢🔫.","Things That Cost Expensive:

- The Dollar.
- The Gas.
The avocado.
- Having Met You
😢😢😢🔫."
62,817158178135801856,2017-01-05 23:57:46+00:00,Dólar ventanilla cierre https://t.co/oK3ivOtagr,yankeemayor,Dollar Window Closure https://t.co/ok3ivotagr,Dollar Window Closure https://t.co/ok3ivotagragragragraph
63,817158166534389760,2017-01-05 23:57:43+00:00,"Dolar en México al dia: 05/01/2017, 4:57 pm: Bancomer: Compra $20.59 - Venta $21.82… https://t.co/Dlagt3URUp",DolarEnMexico,"Dollar in Mexico a day: 01/05/2017, 4:57 pm: Bancomer: Buy $ 20.59 - Sale $ 21.82 ... https://t.co/dlagt3urup","Dollar in Mexico to Day: 01/05/2017, 4:57 PM: Bancomer: Buy $ 20.59 - Sale $ 21.82 ... https://t.co/dlagt3urup"
64,817158145734623232,2017-01-05 23:57:38+00:00,Caída del euro o subida del dólar https://t.co/e8rbjVRjxs,Dariiely_,Falling the euro or rise of the dollar https://t.co/e8rbjvrjx,Falling the Euro or Rise of the Dollar https://t.co/E8rbjvrjx
65,817158132203851776,2017-01-05 23:57:35+00:00,Caída del euro o subida del dólar https://t.co/ipqbfkrilo,Dariiely_,Dollar fall or dollar rise https://t.co/ipqbfkrilo,Dollar Fall or Dollar Rise https://t.co/ipqbfkryl
66,817521123223072769,2017-01-06 23:59:59+00:00,"@revistaproceso @EPN dólar más caro, gasolinazo, + delincuentes, cada vez más pobres y + políticos corruptos, que esperas para renunciar ???",Eusvelvaz,"@revistaProcess @epn Dollar more expensive, gasoline, + criminals, increasingly poor and + corrupt politicians, what are you waiting for to resign ???","@revistaprocess @epn dollar more expensive, gasoline, + criminal, increatly poor and + corrupt politicians, what are you waiting for to resign ???"
67,817521065962283008,2017-01-06 23:59:45+00:00,"Dólar Simadi continúa en alza y cierra en Bs. 678,07 https://t.co/Ig7YdR3SSE https://t.co/qINiPkZ2gu",DiarioInforme,"SIMADI dollar continues on rise and closes in BS. 678,07 https://t.co/ig7ydr3sse https://t.co/qinipkz2gu",Simadi Dollar Continues on Rise and Closes in BS. 678.07 https://t.co/ig7ydr3sse https://t.co/qinipkz2gu
68,817520938212265984,2017-01-06 23:59:15+00:00,"............................................
BU ARADA TAYYIP ICIN DOLARLARINI BOZDURAN SALAKLAR....
DOLAR 3.66... https://t.co/LG1Sb4q9Zm",gulumsedusun,"............................................
Built Tayyip Icin Dolarlarini Bozduran Salaklar ....
Dollar 3.66 ... https://t.co/lg1sb4q9zm","............................................
Built Tayyip Icin Dolarlarini Bozduran Salaklar ....
Dollar 3.66 ... https://t.co/lg1sb4q9zm"
69,817520921820925952,2017-01-06 23:59:11+00:00,Peso pierde 2.3% frente al dólar en primera semana del año - Alto Nivel  https://t.co/1EKtxemFqP vía @altonivel,altonivel,Weight loses 2.3% against the dollar at first week of the year - high level https://t.co/1ektxemfqp via @altonivel,Weight Loses 2.3% Against The Dollar At First Week Of The Year - High Level https://t.co/1ektxemfqp via @altonivel
70,817520660956192768,2017-01-06 23:58:09+00:00,"Dólar culmina jornada en $21.55

https://t.co/UCLFaMrUeM

#ReporteJalisco #RPJ #dólar #finanzas #economía https://t.co/Dr5P3VL74v",reportejalisco1,"Dollar culminates a day at $ 21.55

https://t.co/uclfamruem

#ReportEJalisco #RPJ # Dollar #Finance # Economy https://t.co/dr5p3vl74v","Dollar Culminates a day at $ 21.55

https://t.co/uclfamruem

#ReporteJalis #RPJ # Dollar #Finance # Economy https://t.co/dr5p3vl74v"
71,817520399462318080,2017-01-06 23:57:06+00:00,El dólar termina la semana en la Bolsa colombiana con cuatro días seguidos a la baja https://t.co/iuv0v0xTXm #Bolsamanía,ibexseriejoven,The dollar ends the week in the Colombian Stock Exchange with four days in a row https://t.co/IUV0V0XTXM # Bagsmanship,The Dollar Ends The Week In The Colombian Stock Exchange with Four Days In A Row https://t.co/iV0v0xtxm # BagsManship
72,817520389354098690,2017-01-06 23:57:04+00:00,@larepublica_pe espero que US dólar!!,osarrio,@Larepublica_pe I hope US dollar!,@Larepublica_pe i hope us dollar!
