,Datetime,Tweet Id,Text,Username,Text PT 1 Parcial,Text PT 2 final
14,2017-01-01 23:51:06+00:00,815706948633055232,"Dolar en México al dia: 01/01/2017, 4:51 pm: Ixe: Compra $19.50 - Venta $20.90 HSBC: Compra… https://t.co/OU6OuRA0kc",DolarEnMexico,,"Dollar in Mexico a day: 01/01/2017, 4:51 pm: IXE: Buy $ 19.50 - Sale $ 20.90 HSBC: purchase ... https://t.co/ou6oura0kc"
15,2017-01-01 23:50:06+00:00,815706696798601216,Dólar comienza el año en 3164 Bs y sin billetes nuevos https://t.co/zPxhNiHKM5,rozapa,,Dollar begins the year at 3164 BS and no new tickets https://t.co/zpxhnihkm5
16,2017-01-01 23:50:01+00:00,815706678192504833,Los lentes de un dólar que revolucionaron África + fotos https://t.co/vKVcRALtJU https://t.co/6IdJvxgFhn,elemprendedorve,,One dollar lenses revolutionized Africa + photos https://t.co/vkvcraltju https://t.co/6idjvxgfhn
17,2017-01-01 23:49:07+00:00,815706448428679168,#oyunagelmiyoruz amaçları hükümeti sallamak. Devalüasyonla enflasyonla milleti soyamadılar. Anayasa fırlattı dolar fırladı. Şimdi 1 krş oyna,STARTWWWW,,#OYUNAGEIZing aims to shake the government. They could not rob the nation with the devaluation. The Constitution has thrown Dollars. Play 1 Crs now
18,2017-01-01 23:48:25+00:00,815706274373521409,#elinsurgente El dolar fuerte beneficiara al turismo dental en Mexico https://t.co/hcZ8XO9UgK ... by #alexander_padrn via @c0nvey,LeoLeobardo2,,#elinsurgent the strong dollar will benefit dental tourism in Mexico https://t.co/hcz8xo9ugk ... by #alexander_padrn via @ c0nvey
19,2017-01-01 23:46:21+00:00,815705752543367168,Por qué el dólar blue sigue fuerte y se agranda la brecha con el oficial. https://t.co/qjRAQ9mrrs,DanielScandizzo,,Why the Blue Dollar remains strong and enlarges the gap with the officer. https://t.co/qjraq9mrrs.
20,2017-01-01 23:45:47+00:00,815705611924930561,"@XxGraffysxX @Gameplanet_Mex el wii u siempre estuvo en 6000, apenas subió el dólar y ya no bajo de 7,000",benjito33,,"@Xxgraffysxx @gameplanet_mex The Wii U was always at 6000, barely rose the dollar and no longer low of 7,000"
21,2017-01-01 23:45:29+00:00,815705537572704256,"3 años sin sueldo que afecta directamente a mi familia, destituído 34 años de servicio sin haber robado un dolar y perjudicado a nadien",ParraCedill,,"3 years without salary that directly affects my family, dismissed 34 years of service without having stolen a dollar and injured Nadien"
22,2017-01-02 23:59:54+00:00,816071551397269504,#NCDN  Banco Central intervendrá mercado de divisa por alza del dólar https://t.co/Z2Um0Awzrw,CDN37,,#NCDN Central Bank will intervene currency market for the dollar hunt https://t.co/Z2UM0AWZRW
23,2017-01-02 23:59:02+00:00,816071335050940416,#elinsurgente  #MeChocaQue El dolar fuerte beneficiara al turismo dental en Mexico https://t.co/KtefhuJBdk,dorikasprzyk1,,#elinsurgente #Mechocaque the strong dollar will benefit dental tourism in Mexico https://t.co/ktefhujbdk
24,2017-01-02 23:58:32+00:00,816071207292313600,@alanxelmundo @WaltDisneyWorld con el dolar tam caro?,cheps21,,@alanxelmundo @waltdisneyworld with the dollar tam expensive?
25,2017-01-02 23:58:22+00:00,816071165651329024,@de_ZuRii @csgolive hi zuri my grandpa die and skin make me happy can i have one please i losed like 4000 dolar yesterday PLS i love you!1,MattSeesAss,,@de_ZuRii @csgolive hi zuri my grandpa die and skin make me happy can i have one please i losed like 4000 dolar yesterday PLS i love you!1
26,2017-01-02 23:58:08+00:00,816071108361338881,@violeayala_ cotizan más que el dólar blue wenaaa😂 yo tmb que hacemos?,Milimaartin_,,@violeayala_ Quote more than the Blue WENAA😂 dollar I tmb what we do?
27,2017-01-02 23:57:58+00:00,816071067387228160,"Dolar yeni yil mahmuru, henüz bu gündemlerden hicbir olasiligi satin almis degil...
""3.60 Savaslari"" nda kritik ay OCAK...",LOmecha,,"Dollar New Yil Mahmuru, Yet Hicin Hicin from these agendas Almis ...
""3.60 savaslari"" critical month January ..."
28,2017-01-02 23:56:57+00:00,816070811362562049,@MexicoFER en Lima la botella de agua vale 1 sol menos de 0.5 de dolar,rmarioph,,@Mexicofer in Lima The water bottle is worth 1 sun less than 0.5 of dollar
29,2017-01-02 23:56:55+00:00,816070802911141888,Dólar cierra primer jornada del año al alza; se cotiza en $21.16 https://t.co/wXuLWITNUE  #emsavalles #Nacional,emsavalles,Dollar Cierra Primer Jornada del Año Al Alza; Cotiza EN $ 21.16 https://t.co/wxulwitnue #emsavalles #national,Dollar closes first day of the year upward; is quoted at $ 21.16 https://t.co/wxulwitnue #emsavalles #national
30,2017-01-02 23:56:51+00:00,816070783655100416,É mais legal quando a gente enche o carrinho e não compra nada quando o site é internacional e é tudo em dólar,brunapmp,É mais legal solavancismo pessoas encadeamento ou carrinho e não comprar nada quando o site e eu tivemos um dólar,It's cooler when we fill the cart and do not buy anything when the site is international and it's all in dollars
31,2017-01-02 23:56:50+00:00,816070778278019075,"Banco de México reporta que el dólar spot cerró este lunes en 20.739 unidades. En el día, el peso retrocedió 2.90... https://t.co/l5VnWX8dB4",Fiscosoluciones,"Bank of Mexico reports that the dollar spot clerk this lunes at 20,739 units. En ell day, el weight kicker 2.90 ... https://t.co/l5vnwx8db4","Banco de México reports that the Spot dollar closed this Monday at 20,739 units. In the day, the weight stepped back 2.90 ... https://t.co/l5vnwx8db4"
32,2017-01-02 23:55:39+00:00,816070482680221698,@rociosanmiguel @federicoalves @vladimirpadrino ALLUP EN CHAT CON LOS DE DÓLAR TODAY SINVERGÜENZA QUE BOLAS DESPUÉS LO NIEGA https://t.co/6urJuhEym9,relaxxx2323,,@ReciosanMiguel @FedericAlves @vladimirpadrino allup in chat with those of Dollar Today Scribbler that balls then denies it https://t.co/6urjuheym9
33,2017-01-03 23:59:59+00:00,816433960007798784,El peso perdió hoy entre 20 y 35 ctvs. El dólar se vendió entre $21.20 y $21.43. Más en Periodismo Libre: https://t.co/2ne0iPFvfv https://t.co/07asTmX74j,JorgeSantaCruz1,,The weight lost today between 20 and 35 CTVS. The dollar was sold between $ 21.20 and $ 21.43. More in Free Journalism: https://t.co/2ne0ipfvfv https://t.co-07astMX74J
34,2017-01-03 23:59:25+00:00,816433820194967552,"@petrogustavo @navarrowolff El nombre del Partido Verde,  en honor al dólar americano, cuando Peñalosa fue doctor y Colombia le creyó.",RiveraMarcelo20,,"@PetrogUSTavo @navarrowolff The name of the Green Party, in honor of the US dollar, when Peñalosa was Doctor and Colombia believed him."
35,2017-01-03 23:58:57+00:00,816433701680795649,"#LoÚltimo el dólar a la venta alcanza los $21,62 en #Scotiabank ($1,53 más que en septiembre del año pasado),... https://t.co/xkhdeMCcCi",ECONmaga,,"# Last the dollar for sale reaches $ 21.62 in #scotiabank ($ 1.53 more than in September last year), ... https://t.co/xkhdemcci"
36,2017-01-03 23:58:31+00:00,816433593513902080,Y mientras la decisión de Ford hunde al peso mexicano (a 20.05 el dólar)... https://t.co/ttGDCGLP1f,JesusGar,,And while Ford's decision sinks Mexican peso (at 20.05 the dollar) ... https://t.co/ttgdcglp1f
37,2017-01-03 23:58:09+00:00,816433498181484544,"Maiz hoy $2800, dolar aa17 16,06. La relacion da $u 174 en dolar billete, en dos meses baja a $u 145 y te paga en pesos al tc nacion comprad",Emiliobaravall1,,"CAIZ today $ 2800, Dolar AA17 16,06. The relationship gives $ U 174 in dollar ticket, in two months lowers $ U 145 and pays you in pesos to TC Nacion"
38,2017-01-03 23:58:03+00:00,816433475741810688,"Dólar a $21.48, reporta la agencia oficial Notimex. Efectos #gasolinazo y #Ford / Que conste! https://t.co/YKLo0YdDC4",jorgenavarijo,,"Dollar at $ 21.48, reports the official Notimex agency. Effects #gasolina and #ford / Conte! https://t.co/yklo0dddc4."
39,2017-01-03 23:57:13+00:00,816433266517569536,XD dolar me encantó por su comentario/ estrellita dorada #WhiteJongKeyWeddingBxG https://t.co/D5bqE6eMDf,Minho_rmr,,XD Dolar I loved it for your comment / Golden Star #Whitejongkeyweddingbxg https://t.co/d5bqe6emdf
40,2017-01-03 23:57:12+00:00,816433262235099137,"#Finanzas: El dólar se aprecia ante el euro, el yen y otras divisas importantes
https://t.co/XZHYAypVvl https://t.co/dfrRC5C8m5",NachoGallegos63,,"#Finance: The dollar is appreciated before the euro, the yen and other important currencies
https://t.co/xzhyaypvvl https://t.co/dfrrc5c8m5."
41,2017-01-03 23:57:05+00:00,816433232652673024,"Dolar en México al dia: 03/01/2017, 4:56 pm: Banorte: Compra $19.90 - Venta $21.30 Ixe… https://t.co/Kk1h3N1yag",DolarEnMexico,,"Dollar in Mexico a day: 03/01/2017, 4:56 pm: Banorte: Buy $ 19.90 - Sale $ 21.30 IXE ... https://t.co/kk1h3n1yag"
42,2017-01-03 23:56:56+00:00,816433195222585344,"Dólar imparable tras anuncio de Ford; se vende en $21.40
https://t.co/kMnmOR9hth https://t.co/uvpm9qPqH3",defensordd,,"Unstoppable dollar after Ford ad; It is sold at $ 21.40
https://t.co/kmnmor9hth https://t.co/uvpm9qpqh3."
43,2017-01-03 23:56:45+00:00,816433148326191105,Cotizaciones de las monedas #latinoamericanas frente al #dólar estadounidense https://t.co/XwHrSlvjnu,informadornet,,Quotes of Coins #latino Americans in front of the # US dollar https://t.co/xwhrslvjnu
44,2017-01-04 23:59:57+00:00,816796339807944704,@ThxLovelyB cada fav es un dolar para pagar la reconstrucción del codo de Addie.,ThxLovelyB,,@ThxLovelyB Each fav is a dollar to pay the reconstruction of the Addie elbow.
45,2017-01-04 23:59:31+00:00,816796229816332288,BKPM: Penguatan Dolar AS Bakal Kerek Sektor Pariwisata https://t.co/X1OamL4ZQX,CNNIndonesia,,BKPM: Strengthening the US Dollar Will Kerek Tourism Sector https://t.co/x1oaml4ZQX
46,2017-01-04 23:59:23+00:00,816796196589203457,"PUEDEN HABLAR CON UN ECONOMISTA SERIO

 PIGNIANELLI

ANUNCIO QUE SE IBA EL DOLAR A 50$
Y EL FRACASO DEL BLANQUEO

GANANCIASK
@radiomitre https://t.co/D6qYuRF0hE",ArgentinaSoyNSB,,"They can talk with a serious economist

 Pignianelli.

Announcement that the dollar was going to 50 $
And the failure of bleaching

Gain
@Radiomitre https://t.co/d6qyurf0he."
47,2017-01-04 23:59:13+00:00,816796155824705537,El dólar cerró en nuevo máximo histórico de $21.75 https://t.co/YMpQEaYF0n,REVUELTASManuel,,The dollar closed in new historical maximum of $ 21.75 https://t.co/ympqeayf0n
48,2017-01-04 23:59:12+00:00,816796153274503170,"Otro día, otro dolar... bueno un poco más que un dolar xD.",IronSebaFer,,"Another day, another dollar ... well a little more than a dollar xD."
49,2017-01-04 23:59:00+00:00,816796101294571520,"Dólar pierde casi 12 pesos y se cotiza en un promedio de $2.969,50 :...https://t.co/WwDMGVSHV4",ColombiaFlash,,"Dollar loses almost 12 pesos and is quoted at an average of $ 2,969.50: HTTPS: //t.co/WDMGVSHV4"
50,2017-01-04 23:58:15+00:00,816795912307675136,Impone dólar nuevo máximo de $21.75 https://t.co/VlqDy7cwvl,muralcom,,Impose new dollar maximum of $ 21.75 https://t.co/vlqdy7cwvl
51,2017-01-04 23:58:08+00:00,816795885036126208,"Peña no pudo darle fuerza al peso. Hoy alcanzó casi los $22.00 por dólar. 

Pero es por nuestro bien... https://t.co/CrH7MtkFW0",RamonFelVal,,"Peña could not give strength to weight. Today it reached almost $ 22.00 per dollar.

But it's for our good ... https://t.co/crh7mtkfw0"
52,2017-01-04 23:58:07+00:00,816795879461908480,Cierra dólar en nuevo máximo histórico de $21.75 a la venta https://t.co/CyIjENfN8Y,FollowCoahuila,,Dollar closes in new historical maximum of $ 21.75 on sale https://t.co/cyijenfn8y
53,2017-01-04 23:58:05+00:00,816795868598796289,Dólar cierra en nuevo máximo histórico de $21.75 https://t.co/svJqCkMauT,morosofo32,$ 21.75 https://t.co/svjqckmaut,Dollar closes in new historical maximum of $ 21.75 https://t.co/svjqckmaut
54,2017-01-04 23:57:42+00:00,816795774696779776,Gracias a su decisión hoy nuestra moneda se devaluó casi 2% a $21.75 pesos por dólar a la venta 💸 #MéxicoDespierta https://t.co/sn0crJUt3x https://t.co/43m4UFsRI3,akyanyme,,Thanks to your decision today our currency was devalued almost 2% to $ 21.75 pesos per dollar for sale 💸 # mexicoDessert https://t.co/sn0crjut3x https://t.co/43m4fSri3
55,2017-01-05 23:59:37+00:00,817158645842640896,"Impresionado de como Banxico revirtió caída del peso frente al dólar, recuperó ¡4 pu@#+:? centavos! ¡Wow! No me imagino cuando sean + de $10",elmagoreydavid,,"Impressed as Banxico reversed weight fall against the dollar, recovered 4 PU @ # + :? Cents! Wow! I can not imagine when they are + of $ 10"
56,2017-01-05 23:59:20+00:00,817158571955605506,Caída del euro o subida del dólar https://t.co/5rtLww8Q44,Dariiely_,,Falling the euro or rise of the dollar https://t.co/5rtlww8q44
57,2017-01-05 23:58:07+00:00,817158265033265153,Caída del euro o subida del dólar https://t.co/oLSCQRlkWM,Dariiely_,,Falling the euro or rise of the dollar https://t.co/olscqrlkwm
58,2017-01-05 23:58:05+00:00,817158256489590784,Dolar 4 tl. https://t.co/f1KKcPIKxL,muncdagci,,Dollar 4 TL. https://t.co/f1kkcPIKXL
59,2017-01-05 23:58:02+00:00,817158247341850624,@EPN Tiene la economía tan jodida que un Twitt de Trump es suficiente para invalidar las intervenciones del Banco de Mexico. Dólar = ayer.,B_TBTON,,@EPN has the economy so fucked that Trump Twitt is enough to invalidate the interventions of the Bank of Mexico. Dollar = yesterday.
60,2017-01-05 23:57:59+00:00,817158233391505412,Dólar spot cierre https://t.co/I58MzukYvO,yankeemayor,,Spot dollar closure https://t.co/i58mzukyvo
61,2017-01-05 23:57:56+00:00,817158220510851073,"Cosas que cuestan caro:

— El dólar.
— La gasolina.
— El aguacate.
— El haberte conocido
😢😢😢🔫",PrudeVirginio1,,"Things that cost expensive:

- The dollar.
- The gas.
- The avocado.
- Having met you
😢😢😢🔫."
62,2017-01-05 23:57:46+00:00,817158178135801856,Dólar ventanilla cierre https://t.co/oK3ivOtagr,yankeemayor,,Dollar Window Closure https://t.co/ok3ivotagr
63,2017-01-05 23:57:43+00:00,817158166534389760,"Dolar en México al dia: 05/01/2017, 4:57 pm: Bancomer: Compra $20.59 - Venta $21.82… https://t.co/Dlagt3URUp",DolarEnMexico,,"Dollar in Mexico a day: 01/05/2017, 4:57 pm: Bancomer: Buy $ 20.59 - Sale $ 21.82 ... https://t.co/dlagt3urup"
64,2017-01-05 23:57:38+00:00,817158145734623232,Caída del euro o subida del dólar https://t.co/e8rbjVRjxs,Dariiely_,,Falling the euro or rise of the dollar https://t.co/e8rbjvrjx
65,2017-01-05 23:57:35+00:00,817158132203851776,Caída del euro o subida del dólar https://t.co/ipqbfkrilo,Dariiely_,,Dollar fall or dollar rise https://t.co/ipqbfkrilo
66,2017-01-06 23:59:59+00:00,817521123223072769,"@revistaproceso @EPN dólar más caro, gasolinazo, + delincuentes, cada vez más pobres y + políticos corruptos, que esperas para renunciar ???",Eusvelvaz,,"@revistaProcess @epn Dollar more expensive, gasoline, + criminals, increasingly poor and + corrupt politicians, what are you waiting for to resign ???"
67,2017-01-06 23:59:45+00:00,817521065962283008,"Dólar Simadi continúa en alza y cierra en Bs. 678,07 https://t.co/Ig7YdR3SSE https://t.co/qINiPkZ2gu",DiarioInforme,,"SIMADI dollar continues on rise and closes in BS. 678,07 https://t.co/ig7ydr3sse https://t.co/qinipkz2gu"
68,2017-01-06 23:59:15+00:00,817520938212265984,"............................................
BU ARADA TAYYIP ICIN DOLARLARINI BOZDURAN SALAKLAR....
DOLAR 3.66... https://t.co/LG1Sb4q9Zm",gulumsedusun,,"........................................
In the meantime, TAYYIP is the idiots that break the ICIN dollars ....
Dollar 3.66 ... https://t.co/lg1sb4q9zm"
69,2017-01-06 23:59:11+00:00,817520921820925952,Peso pierde 2.3% frente al dólar en primera semana del año - Alto Nivel  https://t.co/1EKtxemFqP vía @altonivel,altonivel,,Weight loses 2.3% against the dollar at first week of the year - high level https://t.co/1ektxemfqp via @altonivel
70,2017-01-06 23:58:09+00:00,817520660956192768,"Dólar culmina jornada en $21.55

https://t.co/UCLFaMrUeM

#ReporteJalisco #RPJ #dólar #finanzas #economía https://t.co/Dr5P3VL74v",reportejalisco1,,"Dollar culminates a day at $ 21.55

https://t.co/uclfamruem

#ReportEJalisco #RPJ # Dollar #Finance # Economy https://t.co/dr5p3vl74v"
71,2017-01-06 23:57:06+00:00,817520399462318080,El dólar termina la semana en la Bolsa colombiana con cuatro días seguidos a la baja https://t.co/iuv0v0xTXm #Bolsamanía,ibexseriejoven,,The dollar ends the week in the Colombian Stock Exchange with four days in a row https://t.co/IUV0V0XTXM # Bagsmanship
72,2017-01-06 23:57:04+00:00,817520389354098690,@larepublica_pe espero que US dólar!!,osarrio,,@larepublica_pe I hope US dollar !!
73,2017-01-06 23:56:40+00:00,817520291580694529,"Efecto Cocuyo: Dicom registra alza de 4,36 bolívares y cierra en Bs. 678,07 por dólar https://t.co/yYgeZipgDt",ClaroteloDigo,,COCUYO EFFECT: DICOM registers rise of 4.36 bolivars and closes in BS. 678.07 per dollar https://t.co/ygezipgdt
74,2017-01-06 23:56:19+00:00,817520202208264192,"Dicom registra alza de 4,36 bolívares y cierra en Bs. 678,07 por dólar https://t.co/mX2kmPPecw https://t.co/CI7PiE2n63",avancemosvzla,,DICOM registers rise of 4.36 bolivars and closes in Bs. 678.07 per dollar https://t.co/mx2kmppecw https://t.co/ci7pie2n63
75,2017-01-06 23:56:08+00:00,817520156427649025,"@revistaproceso @EPN el dólar más caro,",Eusvelvaz,,"@EvistaProcess @epn The most expensive dollar,"
76,2017-01-06 23:56:02+00:00,817520130829799425,@Rubaye_Gee no saben perder ni un pinche dolar lmao hopefully this weather stops being a bitch lol,nansyleti_234,,@Rubaye_Gee no saben perder ni un pinche dolar lmao hopefully this weather stops being a bitch lol
77,2017-01-07 23:59:55+00:00,817883493984182273,"IRS Agents Rented MILLION DOLAR TOWNHOMES, Spent Hundreds of Nights in Luxury Hotels Last Year https://t.co/ynPUc5fCe9",oledi45,,"IRS Agents Rented MILLION DOLAR TOWNHOMES, Spent Hundreds of Nights in Luxury Hotels Last Year https://t.co/ynPUc5fCe9"
78,2017-01-07 23:59:30+00:00,817883391555203077,"DOLAR...
3.65.33
Şu anda...",SamimTure,,"DOLLAR...
3.65.33
Right now..."
79,2017-01-07 23:58:09+00:00,817883051984297985,"¿Cómo una moneda de plata de 1 dólar, puede valer US$ 10 millones? - #Cultura https://t.co/dxBBWoH45o",ProEnlace,,How a 1 dollar silver coin can be worth US $ 10 million? - #Colture https://t.co/dxbbwoh45o.
80,2017-01-07 23:57:11+00:00,817882808299520001,Réquiem por el dólar': China apuesta por una nueva divisa mundial https://t.co/P1To8VUmX7 via @ActualidadRT,hasagolden3,,Requiem for the dollar ': China bets on a new world currency https://t.co/p1to8vumx7 via @actualityrt
81,2017-01-07 23:54:57+00:00,817882244354220032,Kar yaşamı felç 2 gün eder 3 olsun hergün yükselenen dolar ve euroya ne demeli hayat komple felç olacak yakında nerde müdahale ??,bilalozbekk,,Snow life paralyzes 2 days 3 get every day to the dollar and the euro What will be complete paralysis of life that should be complete paralysis Never intervention ??
82,2017-01-07 23:54:29+00:00,817882127698198528,Venden dólar en promedio de $21.52 en el AICM https://t.co/2Cr4srlBxL https://t.co/OM7bKXpaIg,JulioCsarSilva,,Sold dollar on average of $ 21.52 at AICM https://t.co/2cr4srlbxl https://t.co/om7bkxpaig
83,2017-01-07 23:54:08+00:00,817882040091688960,"¿Cómo una moneda de plata de 1 dólar, puede valer US$ 10 millones? - #cultura https://t.co/LsxFcA5NA0",ClubEditorial,,How a 1 dollar silver coin can be worth US $ 10 million? - #Culture https://t.co/lsxfca5na0
84,2017-01-07 23:53:19+00:00,817881835413929986,"Di Singapura, Anda akan didenda 500 dolar jika ketahuan mengunyah atau membawa permen karet. #FD",FoxDamnINC,,"In Singapore, you will be fined 500 dollars if you caught chewing or carrying gum. #FD."
85,2017-01-07 23:52:45+00:00,817881692249686016,Es tan increíblemente tonto decir qué sí baja el dolar bajaria la gasolina!!!asi es de burlista el gobierno escudandose en puras tonterias!!,LucioValerio1,,It is so incredibly silly to say what the dollar would go down the gasoline !!! so it is a burlist the government escudadose in pure nonsense !!
86,2017-01-07 23:52:41+00:00,817881673551540226,martin freeman você é dólar ou euro porque real você não é https://t.co/OxCnb7AkI3,khaleesiar,,Martin Freeman you are dollar or euro because real you are not https://t.co/oxcnb7aki3
87,2017-01-07 23:52:29+00:00,817881624121659392,@mauriciodiaz095 @eudmed @diariocorreo en su contrato esta estipulado q se puede ir si hay oferta del extranjero sin dejar un dolar a la U,lahoraeslahora,,@ mauriciodiaz095 @Eudmed @Diariocorreo In his contract this stipulated q can go if there is an offer from abroad without leaving a dollar to the U
88,2017-01-08 23:59:51+00:00,818245867870289924,"Lara: Comuna Negro Miguel ocupa finca abandonada, donde moría ganado importado con dólar subsidiado https://t.co/FjU92nAWbp 
DENUNCIA GRAVE!",MrMarkoanto,,"Lara: Comuna Negro Miguel occupies abandoned finca, where I was dying imported with subsidized dollar https://t.co/fju92nawbp
Grave denunciation!"
89,2017-01-08 23:59:35+00:00,818245798307786752,"Lara: Comuna Negro Miguel ocupa finca abandonada, donde moría ganado importado con dólar subsidiado https://t.co/dsguUrKbgf",kumda,,"Lara: Comuna Negro Miguel Occupy Abandoned Finca, where I was dying imported with subsidized dollar https://t.co/dsguurkbgf"
90,2017-01-08 23:59:17+00:00,818245725486284800,"Essa mulher só pode ser dólar, porque real ela não é (cc @moliveiragabi) https://t.co/nR6o1HR4ig",Gugaspindler,,This woman can only be dollar because real it is not (CC @moliveiragabi) https://t.co/nr6o1hr4ig
91,2017-01-08 23:59:09+00:00,818245688907722753,@NoticiasVenezue y disparo del dolar,pinzadetubo,,@NoticiasVenezue and Dollar Shot
92,2017-01-08 23:58:18+00:00,818245474738143232,"JP Morgan incluirá bonos argentinos en sus poderosos índices: su impacto en la tasa y en el dólar
https://t.co/vKhiZSpHhF",rosaemiliallugd,,"JP Morgan will include Argentine bonds in their powerful indexes: its impact on the rate and in the dollar
https://t.co/vkhizsphhf."
93,2017-01-08 23:56:42+00:00,818245074756759552,Y el dólar subiendo!!! Para variar.. https://t.co/LMwH1RXgdi,iiisaxD,,And the dollar rising !!! To vary .. https://t.co/lmwh1rxgdi
94,2017-01-08 23:55:00+00:00,818244647138926593,"#Economía | Cotizar en Bolsa de Valores permitirá ""paridad de la moneda"" acorde al valor del dólar https://t.co/aLLldnv64a",globovision,,"# Economy | Quote in stock exchange will allow ""parity of the currency"" according to the value of the dollar https://t.co/allldnv64A"
95,2017-01-08 23:54:09+00:00,818244431447027712,"Rata-rata gaji guru di Swiss adl 75,000 dolar (sekitar Rp 720 juta) per tahun.",FRONTAL____,,"The average teacher's salary in Switzerland is 75,000 dollars (around Rp. 720 million) per year."
